user_id,problem
30000,0.7733034
30001,0.24114454
30002,0.41379362
30003,0.8188662
30004,0.61440337
30005,0.67777115
30006,0.43833
30007,0.42883804
30008,0.6393116
30009,0.41454867
30010,0.30632028
30011,0.41866434
30012,0.7206105
30013,0.29970506
30014,0.33294794
30015,0.33841193
30016,0.35607916
30017,0.8186447
30018,0.64482784
30019,0.65669084
30020,0.9358371
30021,0.39935935
30022,0.31671277
30023,0.25724164
30024,0.40667868
30025,0.3700587
30026,0.3683721
30027,0.5260213
30028,0.50148445
30029,0.32767266
30030,0.26101667
30031,0.6145187
30032,0.26252064
30033,0.5642608
30034,0.5595571
30035,0.3891022
30036,0.34491295
30037,0.35656232
30038,0.2775133
30039,0.34439048
30040,0.54897296
30041,0.32342955
30042,0.4502332
30043,0.28574893
30044,0.37098825
30045,0.59902275
30046,0.6059638
30047,0.36959553
30048,0.634404
30049,0.40704563
30050,0.40181836
30051,0.36077744
30052,0.5900664
30053,0.28508368
30054,0.33100212
30055,0.40807325
30056,0.4722852
30057,0.5547199
30058,0.4139038
30059,0.42162907
30060,0.52756506
30061,0.95334464
30062,0.9273115
30063,0.43306378
30064,0.41048443
30065,0.23170902
30066,0.30746973
30067,0.30161798
30068,0.7569546
30069,0.3791483
30070,0.6535222
30071,0.8209059
30072,0.49069577
30073,0.919467
30074,0.2875078
30075,0.8094863
30076,0.5941406
30077,0.42807177
30078,0.8573889
30079,0.4374275
30080,0.547577
30081,0.33324346
30082,0.32894233
30083,0.4175788
30084,0.63002825
30085,0.28298333
30086,0.31575322
30087,0.32554343
30088,0.29623097
30089,0.37354064
30090,0.8532048
30091,0.28402835
30092,0.76712906
30093,0.3169517
30094,0.41761252
30095,0.3933386
30096,0.35607845
30097,0.45996535
30098,0.9666426
30099,0.3855287
30100,0.38721827
30101,0.33281794
30102,0.3507165
30103,0.37681064
30104,0.2666844
30105,0.87052834
30106,0.57294375
30107,0.31318954
30108,0.5871184
30109,0.36858118
30110,0.31546307
30111,0.265165
30112,0.36858118
30113,0.8428941
30114,0.37691903
30115,0.33324346
30116,0.35985002
30117,0.27249214
30118,0.4088638
30119,0.45055994
30120,0.35367844
30121,0.30407166
30122,0.797532
30123,0.38699538
30124,0.25334263
30125,0.45420605
30126,0.6682361
30127,0.3301084
30128,0.4889175
30129,0.32454586
30130,0.8555322
30131,0.29077527
30132,0.343352
30133,0.86798286
30134,0.6833082
30135,0.9383627
30136,0.34702754
30137,0.28199145
30138,0.92878217
30139,0.48496768
30140,0.652133
30141,0.68966264
30142,0.32367733
30143,0.37758744
30144,0.27302703
30145,0.20697863
30146,0.37652332
30147,0.5380498
30148,0.90336776
30149,0.7591262
30150,0.33567047
30151,0.52794254
30152,0.43848944
30153,0.27415195
30154,0.2843457
30155,0.28549013
30156,0.47448644
30157,0.32210746
30158,0.5341542
30159,0.5240859
30160,0.3260391
30161,0.7278632
30162,0.3067625
30163,0.5256652
30164,0.8675076
30165,0.4070342
30166,0.3082811
30167,0.7826157
30168,0.5332012
30169,0.5375061
30170,0.70048755
30171,0.38730428
30172,0.25755084
30173,0.36808464
30174,0.6424417
30175,0.8413928
30176,0.38110557
30177,0.33707404
30178,0.44365215
30179,0.44378507
30180,0.43655473
30181,0.34906453
30182,0.85248625
30183,0.54716206
30184,0.3009742
30185,0.41866434
30186,0.51645815
30187,0.4523817
30188,0.40278983
30189,0.36549988
30190,0.3880326
30191,0.33496532
30192,0.9163249
30193,0.31934193
30194,0.40285107
30195,0.23665522
30196,0.30836707
30197,0.86333144
30198,0.2911151
30199,0.2988323
30200,0.37098825
30201,0.39711478
30202,0.24906746
30203,0.21243432
30204,0.29793292
30205,0.8430195
30206,0.29401654
30207,0.31161448
30208,0.39991838
30209,0.56112546
30210,0.80654216
30211,0.6898492
30212,0.4470024
30213,0.38110557
30214,0.36451384
30215,0.34444034
30216,0.79675394
30217,0.34182447
30218,0.91524714
30219,0.4605009
30220,0.38522458
30221,0.33329532
30222,0.5040063
30223,0.28343716
30224,0.30263245
30225,0.3626491
30226,0.36575875
30227,0.30336928
30228,0.37405053
30229,0.34986973
30230,0.53323466
30231,0.45652726
30232,0.46293515
30233,0.6467346
30234,0.4247331
30235,0.31533673
30236,0.9142302
30237,0.36858118
30238,0.32357997
30239,0.27759224
30240,0.41142103
30241,0.5449007
30242,0.524019
30243,0.565139
30244,0.80631655
30245,0.28977418
30246,0.31020617
30247,0.32605758
30248,0.60194075
30249,0.3599126
30250,0.3711071
30251,0.37098825
30252,0.64451283
30253,0.891582
30254,0.6771865
30255,0.38065946
30256,0.5153175
30257,0.37072444
30258,0.48003238
30259,0.30304027
30260,0.40577078
30261,0.31859383
30262,0.40609512
30263,0.28742528
30264,0.716041
30265,0.21174072
30266,0.3219843
30267,0.34384644
30268,0.39795312
30269,0.28854203
30270,0.3268212
30271,0.2171592
30272,0.31003353
30273,0.28665048
30274,0.55469865
30275,0.33000818
30276,0.369284
30277,0.80597395
30278,0.29498667
30279,0.6196495
30280,0.3271635
30281,0.46933404
30282,0.4333574
30283,0.24829698
30284,0.9516991
30285,0.2213531
30286,0.9155851
30287,0.59365505
30288,0.6594954
30289,0.28811577
30290,0.36858118
30291,0.7441173
30292,0.5063473
30293,0.29586667
30294,0.66595644
30295,0.6514517
30296,0.95942533
30297,0.44690973
30298,0.44035807
30299,0.7671349
30300,0.5629425
30301,0.38110557
30302,0.90338606
30303,0.96475595
30304,0.36214343
30305,0.52629566
30306,0.23559794
30307,0.43907332
30308,0.459704
30309,0.8333678
30310,0.3968228
30311,0.49839413
30312,0.61840415
30313,0.9395307
30314,0.27146664
30315,0.48724744
30316,0.64226913
30317,0.36858118
30318,0.63588095
30319,0.46992022
30320,0.3329214
30321,0.44036204
30322,0.504728
30323,0.6865935
30324,0.41731346
30325,0.87576073
30326,0.27679965
30327,0.38213125
30328,0.42797658
30329,0.39191177
30330,0.33971348
30331,0.5306824
30332,0.95209485
30333,0.41497046
30334,0.28529048
30335,0.30596447
30336,0.27167138
30337,0.32365578
30338,0.62514096
30339,0.8858714
30340,0.5936856
30341,0.36858118
30342,0.31379795
30343,0.88055885
30344,0.3201437
30345,0.35933018
30346,0.51171607
30347,0.6484504
30348,0.54013115
30349,0.3947613
30350,0.49870554
30351,0.34352
30352,0.3355293
30353,0.33652294
30354,0.47713763
30355,0.49060422
30356,0.28392044
30357,0.47880128
30358,0.35865784
30359,0.22275743
30360,0.57210416
30361,0.3607251
30362,0.74367553
30363,0.3279527
30364,0.33600765
30365,0.34313178
30366,0.57368565
30367,0.37474218
30368,0.662602
30369,0.25484213
30370,0.22983256
30371,0.47778234
30372,0.4329894
30373,0.4348841
30374,0.40437636
30375,0.3714289
30376,0.28023234
30377,0.8719348
30378,0.33210385
30379,0.94220793
30380,0.3799474
30381,0.6004756
30382,0.2858587
30383,0.29290318
30384,0.7732353
30385,0.28015268
30386,0.87431204
30387,0.26577494
30388,0.76471573
30389,0.2631004
30390,0.26917848
30391,0.402196
30392,0.52484214
30393,0.28022352
30394,0.29653507
30395,0.37072444
30396,0.34368324
30397,0.2897533
30398,0.4632207
30399,0.6114147
30400,0.9420348
30401,0.33100212
30402,0.87755555
30403,0.34868887
30404,0.502557
30405,0.3219032
30406,0.27458525
30407,0.31398177
30408,0.26153415
30409,0.41014448
30410,0.32443175
30411,0.40620124
30412,0.45379484
30413,0.40358034
30414,0.5132591
30415,0.9153465
30416,0.6383977
30417,0.7001101
30418,0.72265625
30419,0.9417989
30420,0.25773194
30421,0.91220766
30422,0.58841765
30423,0.2577766
30424,0.9304303
30425,0.6428827
30426,0.4192381
30427,0.48134437
30428,0.3935654
30429,0.62595874
30430,0.52369195
30431,0.26642755
30432,0.5226504
30433,0.5337424
30434,0.39299253
30435,0.7910796
30436,0.60950005
30437,0.46316177
30438,0.33267426
30439,0.69535637
30440,0.41176698
30441,0.33106202
30442,0.6725826
30443,0.8463519
30444,0.3765043
30445,0.9165102
30446,0.43073943
30447,0.92120034
30448,0.45213223
30449,0.8849546
30450,0.9095967
30451,0.43350393
30452,0.5651187
30453,0.28443095
30454,0.36488098
30455,0.32447627
30456,0.2888538
30457,0.35493413
30458,0.40300018
30459,0.40359354
30460,0.51013005
30461,0.3010528
30462,0.36858118
30463,0.3086137
30464,0.3885309
30465,0.33875087
30466,0.36664158
30467,0.37072444
30468,0.48801994
30469,0.40643346
30470,0.8870693
30471,0.3941821
30472,0.3370229
30473,0.8806746
30474,0.36369142
30475,0.3787219
30476,0.2951947
30477,0.3127294
30478,0.843765
30479,0.3004916
30480,0.35659245
30481,0.9078025
30482,0.3055285
30483,0.49723977
30484,0.2833339
30485,0.8974244
30486,0.9496437
30487,0.4541686
30488,0.42071307
30489,0.35888407
30490,0.6679715
30491,0.24225798
30492,0.9121863
30493,0.9406562
30494,0.6746829
30495,0.42210656
30496,0.33500782
30497,0.45249957
30498,0.8124547
30499,0.29508153
30500,0.36024398
30501,0.44316995
30502,0.28779456
30503,0.92171293
30504,0.30874577
30505,0.53215975
30506,0.26629704
30507,0.59347415
30508,0.2766566
30509,0.31692982
30510,0.85166025
30511,0.6990371
30512,0.3177684
30513,0.39079306
30514,0.40511972
30515,0.41969934
30516,0.34832466
30517,0.28790668
30518,0.8629289
30519,0.67236614
30520,0.39428607
30521,0.93481755
30522,0.5704673
30523,0.3710522
30524,0.6716267
30525,0.33100212
30526,0.33870664
30527,0.8656149
30528,0.36240265
30529,0.5806897
30530,0.22188558
30531,0.46847913
30532,0.44232962
30533,0.8744719
30534,0.29915375
30535,0.37426788
30536,0.3364103
30537,0.5229689
30538,0.6878395
30539,0.7690246
30540,0.73653257
30541,0.6734164
30542,0.29230747
30543,0.62017816
30544,0.41866434
30545,0.6427818
30546,0.4334588
30547,0.94175506
30548,0.33639035
30549,0.5520637
30550,0.33324346
30551,0.87709713
30552,0.46698824
30553,0.2533518
30554,0.32274315
30555,0.4181953
30556,0.44781688
30557,0.6447749
30558,0.31198272
30559,0.48968536
30560,0.30836695
30561,0.6085802
30562,0.36858118
30563,0.4741105
30564,0.24389708
30565,0.76723737
30566,0.32382008
30567,0.41805482
30568,0.3641881
30569,0.42914522
30570,0.34661895
30571,0.28343698
30572,0.6274239
30573,0.7282899
30574,0.23995137
30575,0.37098825
30576,0.4053009
30577,0.3508453
30578,0.38511702
30579,0.72298765
30580,0.43833
30581,0.35929418
30582,0.25676566
30583,0.4610877
30584,0.4696734
30585,0.3736471
30586,0.92938125
30587,0.46031427
30588,0.271712
30589,0.38065946
30590,0.3260302
30591,0.30856934
30592,0.7404905
30593,0.40615797
30594,0.80916727
30595,0.3595486
30596,0.3035414
30597,0.93839043
30598,0.24920295
30599,0.90102386
30600,0.55689216
30601,0.33713174
30602,0.284094
30603,0.89123917
30604,0.50573975
30605,0.32457295
30606,0.33872777
30607,0.34440026
30608,0.31863832
30609,0.257261
30610,0.92486745
30611,0.3410427
30612,0.26363334
30613,0.29607242
30614,0.67444617
30615,0.24997586
30616,0.7046205
30617,0.24107182
30618,0.43974742
30619,0.4607256
30620,0.88901454
30621,0.46006545
30622,0.29604602
30623,0.7441173
30624,0.375558
30625,0.54957294
30626,0.3279211
30627,0.2330547
30628,0.47889793
30629,0.3500107
30630,0.36358264
30631,0.44087538
30632,0.3461756
30633,0.32055306
30634,0.6281823
30635,0.7044376
30636,0.8502411
30637,0.25948772
30638,0.4286571
30639,0.43554622
30640,0.38110557
30641,0.49252957
30642,0.51079434
30643,0.28316984
30644,0.4567663
30645,0.58420515
30646,0.2379869
30647,0.6895624
30648,0.34734598
30649,0.25647712
30650,0.3579248
30651,0.38950637
30652,0.30649742
30653,0.79670984
30654,0.89413905
30655,0.24999133
30656,0.33036196
30657,0.4428289
30658,0.4269296
30659,0.8944575
30660,0.3598005
30661,0.33171207
30662,0.8869522
30663,0.9347112
30664,0.55582666
30665,0.34761068
30666,0.45979148
30667,0.3333651
30668,0.3277738
30669,0.4550261
30670,0.36714467
30671,0.33481997
30672,0.51380914
30673,0.7924394
30674,0.29903466
30675,0.2806603
30676,0.7952973
30677,0.5758536
30678,0.41532615
30679,0.7496302
30680,0.5546826
30681,0.34820125
30682,0.40181836
30683,0.23768896
30684,0.3277898
30685,0.8776638
30686,0.94754356
30687,0.33008158
30688,0.38597125
30689,0.92674065
30690,0.34456083
30691,0.3076084
30692,0.35507524
30693,0.4140076
30694,0.3506008
30695,0.40019244
30696,0.45276564
30697,0.9057074
30698,0.43346936
30699,0.40902466
30700,0.9085328
30701,0.43974742
30702,0.39883646
30703,0.8604101
30704,0.9518833
30705,0.31057844
30706,0.36858118
30707,0.64796287
30708,0.95977134
30709,0.26668942
30710,0.8347099
30711,0.24638167
30712,0.843747
30713,0.72679424
30714,0.27452612
30715,0.40181836
30716,0.2958681
30717,0.36858118
30718,0.3402061
30719,0.335409
30720,0.2513321
30721,0.3903431
30722,0.6875963
30723,0.5487067
30724,0.3836532
30725,0.3200854
30726,0.89041126
30727,0.49395916
30728,0.31195998
30729,0.49209368
30730,0.3705704
30731,0.28919324
30732,0.24838273
30733,0.3784589
30734,0.38898075
30735,0.869576
30736,0.39506254
30737,0.3916721
30738,0.46756855
30739,0.32390258
30740,0.53640693
30741,0.2793197
30742,0.6295077
30743,0.36858118
30744,0.9015568
30745,0.36858118
30746,0.2977814
30747,0.22331178
30748,0.500956
30749,0.65159166
30750,0.4040099
30751,0.4317368
30752,0.37072444
30753,0.5758938
30754,0.30792856
30755,0.3944573
30756,0.41721317
30757,0.37929004
30758,0.86426187
30759,0.54351556
30760,0.37234014
30761,0.36781287
30762,0.4861935
30763,0.41216445
30764,0.91942817
30765,0.39594695
30766,0.42786813
30767,0.37098825
30768,0.31210724
30769,0.87198365
30770,0.8677964
30771,0.5235595
30772,0.9297324
30773,0.42826542
30774,0.2710195
30775,0.49099958
30776,0.37098825
30777,0.28023234
30778,0.38440925
30779,0.32050857
30780,0.47084507
30781,0.4525586
30782,0.96081537
30783,0.6003084
30784,0.28602383
30785,0.5575037
30786,0.44977298
30787,0.5574426
30788,0.4528455
30789,0.41577655
30790,0.5526895
30791,0.26773417
30792,0.35531607
30793,0.39991838
30794,0.2321662
30795,0.5375895
30796,0.4994527
30797,0.38440675
30798,0.22063662
30799,0.508439
30800,0.3045118
30801,0.616798
30802,0.9508469
30803,0.4459368
30804,0.33100212
30805,0.25920683
30806,0.24235483
30807,0.37160912
30808,0.59291756
30809,0.6620296
30810,0.43666935
30811,0.51514816
30812,0.39756548
30813,0.419104
30814,0.5044163
30815,0.3127953
30816,0.3710522
30817,0.28270918
30818,0.4370651
30819,0.6535548
30820,0.8696681
30821,0.33209035
30822,0.20747451
30823,0.57199395
30824,0.2882448
30825,0.66695726
30826,0.19462544
30827,0.5786832
30828,0.89868075
30829,0.32260796
30830,0.44336557
30831,0.928771
30832,0.6373306
30833,0.231439
30834,0.89989597
30835,0.6569629
30836,0.41323584
30837,0.47923696
30838,0.939275
30839,0.4811106
30840,0.40885046
30841,0.34939277
30842,0.70906514
30843,0.68314445
30844,0.327081
30845,0.85409844
30846,0.3786608
30847,0.3295951
30848,0.927144
30849,0.48433608
30850,0.36987975
30851,0.7966198
30852,0.25973827
30853,0.4824842
30854,0.67242956
30855,0.14160371
30856,0.5945283
30857,0.2723745
30858,0.73271984
30859,0.33214542
30860,0.27860782
30861,0.59280837
30862,0.26487514
30863,0.91245705
30864,0.7567642
30865,0.30773583
30866,0.37309
30867,0.38617992
30868,0.61605793
30869,0.4514684
30870,0.3068661
30871,0.28442475
30872,0.43718046
30873,0.47127256
30874,0.36858118
30875,0.2681865
30876,0.39991838
30877,0.35634917
30878,0.26918688
30879,0.41313154
30880,0.36371687
30881,0.53278
30882,0.81170005
30883,0.38869786
30884,0.49126285
30885,0.38065946
30886,0.35752904
30887,0.3707847
30888,0.34270534
30889,0.38090256
30890,0.6362838
30891,0.5273683
30892,0.8741321
30893,0.36502245
30894,0.2928002
30895,0.94157994
30896,0.3785883
30897,0.6696907
30898,0.31368756
30899,0.32677925
30900,0.43108618
30901,0.3360476
30902,0.36010206
30903,0.42066336
30904,0.49593773
30905,0.6603371
30906,0.3631891
30907,0.312548
30908,0.4702432
30909,0.39228168
30910,0.90785575
30911,0.35474506
30912,0.37487555
30913,0.93637246
30914,0.8980622
30915,0.36154652
30916,0.65617687
30917,0.2994201
30918,0.44568405
30919,0.63362724
30920,0.36810592
30921,0.30026883
30922,0.5297623
30923,0.34071717
30924,0.3866333
30925,0.34533226
30926,0.420548
30927,0.49406767
30928,0.22283989
30929,0.5445533
30930,0.24318756
30931,0.46659124
30932,0.5407822
30933,0.93139064
30934,0.512304
30935,0.41866434
30936,0.38950637
30937,0.87107706
30938,0.67264855
30939,0.26010576
30940,0.5612225
30941,0.37072444
30942,0.2621635
30943,0.68189144
30944,0.8438741
30945,0.64660066
30946,0.60987777
30947,0.3775377
30948,0.41517657
30949,0.5559554
30950,0.907433
30951,0.5423354
30952,0.2583002
30953,0.44761863
30954,0.92907983
30955,0.3336413
30956,0.38110557
30957,0.93339175
30958,0.31659588
30959,0.40892002
30960,0.38320133
30961,0.33324346
30962,0.43554622
30963,0.44969678
30964,0.92033434
30965,0.28114334
30966,0.48794273
30967,0.41219643
30968,0.37345043
30969,0.5334246
30970,0.24605459
30971,0.31752202
30972,0.5026656
30973,0.55100507
30974,0.681409
30975,0.28602383
30976,0.32227734
30977,0.38003725
30978,0.5734555
30979,0.42924073
30980,0.40868133
30981,0.25756332
30982,0.9276451
30983,0.26033142
30984,0.5051166
30985,0.39284685
30986,0.7157422
30987,0.8274585
30988,0.2629504
30989,0.38207617
30990,0.8133694
30991,0.82551503
30992,0.38906476
30993,0.49009866
30994,0.5172155
30995,0.7489757
30996,0.3703889
30997,0.31385985
30998,0.92617625
30999,0.33300295
31000,0.27340293
31001,0.46262565
31002,0.31746173
31003,0.6493946
31004,0.50190115
31005,0.27992538
31006,0.53054357
31007,0.4744368
31008,0.6670107
31009,0.31084672
31010,0.8382724
31011,0.40181836
31012,0.39873698
31013,0.38921762
31014,0.29277268
31015,0.46091694
31016,0.41178292
31017,0.31807697
31018,0.9562322
31019,0.4637474
31020,0.39355925
31021,0.71732855
31022,0.36858118
31023,0.5469193
31024,0.9314548
31025,0.47936973
31026,0.55838716
31027,0.94471085
